GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Aug 03 15:05:16 GMT-05:00 2024,03-ago-2024 15:05:16.761,-74.10495394840837,4.605163699015975,3.167999898910523,6.5,2585.0,90.69999694824219,-0.58,0.14,-0.89,
Sat Aug 03 15:05:17 GMT-05:00 2024,03-ago-2024 15:05:17.761,-74.10494523122907,4.605163531377912,2.7359998931884775,6.0,2584.0,73.0,-0.55,0.0,-0.93,
Sat Aug 03 15:05:18 GMT-05:00 2024,03-ago-2024 15:05:18.761,-74.10493810661137,4.605160932987928,1.0439999423027047,7.0,2584.0,56.099998474121094,-0.59,0.07,-0.89,
Sat Aug 03 15:05:19 GMT-05:00 2024,03-ago-2024 15:05:19.761,-74.10494078882039,4.605166674591601,0.215999989449978,7.0,2584.0,39.099998474121094,-0.56,-0.02,-0.91,
Sat Aug 03 15:05:20 GMT-05:00 2024,03-ago-2024 15:05:20.762,-74.10494757816195,4.605164327658713,3.455999831199648,8.0,2584.0,39.099998474121094,-0.78,0.08,-0.65,
Sat Aug 03 15:05:21 GMT-05:00 2024,03-ago-2024 15:05:21.761,-74.1049640905112,4.605173128657043,4.283999663352972,8.5,2584.0,39.099998474121094,-0.77,0.08,-0.7,
Sat Aug 03 15:05:22 GMT-05:00 2024,03-ago-2024 15:05:22.762,-74.10497322678566,4.605173296295106,3.5279997606277504,9.0,2583.0,39.099998474121094,-0.72,0.04,-0.77,
Sat Aug 03 15:05:23 GMT-05:00 2024,03-ago-2024 15:05:23.763,-74.10497557371855,4.605160220526159,1.0439999423027047,8.5,2583.0,39.099998474121094,-0.94,-0.15,-0.51,
Sat Aug 03 15:05:24 GMT-05:00 2024,03-ago-2024 15:05:24.763,-74.10496928729117,4.605171368457377,0.7199999380111706,8.0,2582.0,39.099998474121094,-0.69,-0.05,0.15,
Sat Aug 03 15:05:25 GMT-05:00 2024,03-ago-2024 15:05:25.764,-74.10498479381204,4.60518884472549,2.7359998931884775,7.0,2583.0,339.79998779296875,0.32,0.45,0.58,
Sat Aug 03 15:05:26 GMT-05:00 2024,03-ago-2024 15:05:26.762,-74.10498395562172,4.605185324326158,2.1239998493194605,7.0,2582.0,333.79998779296875,0.2,0.4,0.84,
