GPS Time, Device Time, Longitude, Latitude,GPS Speed(km/h), Horizontal Dilution of Precision, Altitude(m), Bearing, Gravity X(G), Gravity Y(G), Gravity Z(G),
Sat Dec 28 09:56:41 GMT-05:00 2024,28-dic-2024 09:56:41.516,-73.61379412002861,4.178213062696159,39.239997587204016,2.5,428.0,45.0,0.08,0.9,0.31,
Sat Dec 28 09:56:42 GMT-05:00 2024,28-dic-2024 09:56:42.517,-73.61372731626034,4.178285482339561,39.635999773979165,2.5,428.0,43.29999923706055,0.07,0.92,0.22,
Sat Dec 28 09:56:43 GMT-05:00 2024,28-dic-2024 09:56:43.516,-73.61365732736886,4.178362428210676,41.50799793910983,2.5,428.0,43.70000076293945,0.09,0.94,0.2,
Sat Dec 28 09:56:44 GMT-05:00 2024,28-dic-2024 09:56:44.517,-73.61358365043998,4.178442643024027,46.367999183654774,2.5,428.0,45.5,0.05,0.95,0.2,
Sat Dec 28 09:56:45 GMT-05:00 2024,28-dic-2024 09:56:45.518,-73.61349631100893,4.1785262525081635,49.24799636077887,2.5,428.0,45.70000076293945,0.08,0.92,0.21,
Sat Dec 28 09:56:46 GMT-05:00 2024,28-dic-2024 09:56:46.518,-73.61340754665434,4.178617615252733,51.65999657154089,2.5,428.0,44.099998474121094,0.07,0.93,0.21,
Sat Dec 28 09:56:47 GMT-05:00 2024,28-dic-2024 09:56:47.518,-73.61331241205335,4.178713210858405,54.683997040748636,2.5,427.0,45.599998474121094,0.04,0.93,0.2,
Sat Dec 28 09:56:48 GMT-05:00 2024,28-dic-2024 09:56:48.519,-73.6132115777582,4.178816936910152,57.81599654579168,2.5,427.0,45.70000076293945,0.05,0.96,0.21,
Sat Dec 28 09:56:49 GMT-05:00 2024,28-dic-2024 09:56:49.519,-73.61310596577823,4.178924770094454,60.47999565124519,2.5,427.0,45.0,0.1,0.97,0.26,
Sat Dec 28 09:56:50 GMT-05:00 2024,28-dic-2024 09:56:50.519,-73.61299498938024,4.179034740664065,62.20799395751965,2.5,427.0,44.70000076293945,0.06,0.91,0.24,
Sat Dec 28 09:56:51 GMT-05:00 2024,28-dic-2024 09:56:51.519,-73.6128817498684,4.179150117561221,65.15999964714047,2.5,427.0,44.5,0.07,0.92,0.28,
Sat Dec 28 09:56:52 GMT-05:00 2024,28-dic-2024 09:56:52.520,-73.61276557669044,4.179269601590931,65.26799524974831,2.5,427.0,44.400001525878906,0.09,0.94,0.27,
Sat Dec 28 09:56:53 GMT-05:00 2024,28-dic-2024 09:56:53.519,-73.61264881677926,4.179390259087086,65.91599633121496,2.5,427.0,44.20000076293945,0.08,0.89,0.26,
Sat Dec 28 09:56:54 GMT-05:00 2024,28-dic-2024 09:56:54.519,-73.61253180541098,4.17950970120728,67.17599767112733,2.5,428.0,45.599998474121094,0.09,0.96,0.25,
Sat Dec 28 09:56:55 GMT-05:00 2024,28-dic-2024 09:56:55.520,-73.61241471022367,4.179629939608276,66.5639974126816,2.5,428.0,44.400001525878906,0.06,0.95,0.25,
Sat Dec 28 09:56:56 GMT-05:00 2024,28-dic-2024 09:56:56.520,-73.61229778267443,4.179751644842327,68.36399736499789,2.5,428.0,44.099998474121094,0.1,0.92,0.27,
Sat Dec 28 09:56:57 GMT-05:00 2024,28-dic-2024 09:56:57.520,-73.61217892728746,4.179875738918781,67.46399738883974,2.5,428.0,43.400001525878906,0.08,0.88,0.3,
Sat Dec 28 09:56:59 GMT-05:00 2024,28-dic-2024 09:56:59.519,-73.6119401268661,4.180120741948485,69.08399322605146,2.5,428.0,44.900001525878906,0.09,0.89,0.32,
Sat Dec 28 09:57:00 GMT-05:00 2024,28-dic-2024 09:57:00.520,-73.6118190921843,4.180241525173187,67.57199985790248,2.5,428.0,44.599998474121094,0.07,0.85,0.28,
Sat Dec 28 09:57:01 GMT-05:00 2024,28-dic-2024 09:57:02.521,-73.61170157790184,4.180358746089041,64.54799938869473,2.5,428.0,45.099998474121094,0.08,0.93,0.32,
